"C57BL6_0dpi_rep1","C57BL6_0dpi_rep2","C57BL6_1stInf_5dpi_rep1","C57BL6_1stInf_5dpi_rep2","C57BL6_2ndInf_5dpi_rep1","NMRI_1stInf_3dpi_rep1","NMRI_1stInf_3dpi_rep2","NMRI_1stInf_5dpi_rep1","NMRI_1stInf_5dpi_rep2","NMRI_1stInf_5dpi_rep3","NMRI_1stInf_7dpi_rep1","NMRI_1stInf_7dpi_rep2","NMRI_2ndInf_0dpi_rep1","NMRI_2ndInf_0dpi_rep2","NMRI_2ndInf_3dpi_rep2","NMRI_2ndInf_5dpi_rep1","NMRI_2ndInf_7dpi_rep1","NMRI_2ndInf_7dpi_rep2","Rag_0dpi_rep1","Rag_0dpi_rep2","Rag_1stInf_5dpi_rep1","Rag_1stInf_5dpi_rep2","Rag_2ndInf_5dpi_rep1"
"ENSMUSG00000079508",1385,2002,1607,791,1051,6465,14128,4717,11358,10164,160,1668,9924,1850,2110,17745,1923,3037,1134,1311,1343,1031,2006
"ENSMUSG00000079509",717,1147,1277,395,820,7573,14448,4984,9541,14042,548,3848,8374,1440,1633,19908,2333,2626,586,1274,1045,900,2190
"ENSMUSG00000079511",1143,1480,1201,350,1387,4344,11313,3816,7030,4969,231,2012,6080,2053,3070,11177,2223,2943,757,1466,1425,1223,1809
"ENSMUSG00000079513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079516",0,1,7,0,2,247,77,43,16,332,1,10,68,0,37,692,4,0,36,161,118,135,216
"ENSMUSG00000079519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079523",23766,29647,51703,27262,71738,140648,418301,399472,242390,446657,12526,125504,108496,65416,155802,659019,123901,95545,38326,73988,81212,55789,62686
"ENSMUSG00000079524",0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079528",0,0,0,0,0,0,11,1,6,14,2,1,0,2,0,17,0,2,0,0,0,0,0
"ENSMUSG00000079531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000079532",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079536",0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079537",0,0,0,0,2,4,2,4,0,0,0,1,10,0,4,3,0,0,0,0,0,2,2
"ENSMUSG00000079539",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079543",0,0,4,1,0,0,0,2,7,4,0,9,0,0,2,18,2,1,0,0,0,0,0
"ENSMUSG00000079544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000079546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079547",37,46,7295,3570,10317,7700,16913,4873,10029,10572,125,1159,1708,1439,8478,19317,3784,6191,3145,6105,11207,5687,10838
"ENSMUSG00000079550",17,27,55,11,59,100,360,211,142,369,16,112,95,16,50,440,72,48,11,42,49,30,59
"ENSMUSG00000079553",1307,2189,2034,310,4189,9418,17069,4556,10010,8374,446,4778,7598,1477,4247,20178,4866,4270,1761,2571,2726,2435,4726
"ENSMUSG00000079554",16,38,20,6,7,10,95,36,33,27,0,6,45,10,17,72,15,36,9,16,3,7,8
"ENSMUSG00000079555",193,347,415,131,553,3163,5640,1660,4788,6555,322,2207,3157,511,1001,10030,1359,1006,334,313,390,337,1138
"ENSMUSG00000079557",2945,4042,2389,1108,2861,8042,20288,6805,13418,10367,425,3960,13553,4766,4122,25632,4426,6634,1591,3781,2418,1844,2886
"ENSMUSG00000079559",40,78,38,0,33,117,276,25,164,56,2,22,248,76,117,236,103,77,31,47,40,36,89
"ENSMUSG00000079560",485,684,418,97,331,1855,4518,1053,2643,1487,74,554,3451,708,1007,4681,666,1147,266,606,468,498,811
"ENSMUSG00000079562",6586,8801,6220,3062,7076,23676,57341,22804,34839,32390,1414,12300,31163,10820,13206,69117,12766,15190,5266,8748,7611,6217,9180
"ENSMUSG00000079563",7,11,17,20,53,131,599,370,323,1583,37,356,142,215,299,2990,491,239,14,19,6,6,25
"ENSMUSG00000079564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079566",0,0,0,0,0,4,14,0,5,2,0,0,3,1,3,1,2,0,1,0,0,0,0
"ENSMUSG00000079575",0,0,0,0,0,299,744,197,511,701,53,358,376,62,76,1297,131,120,0,0,0,0,0
"ENSMUSG00000079577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079580",0,0,0,0,0,0,3,0,0,3,0,0,0,2,0,2,0,0,0,0,0,0,0
"ENSMUSG00000079583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079588",25,67,36,4,34,161,340,14,182,37,9,64,342,64,76,210,54,67,36,49,33,25,81
"ENSMUSG00000079592",7,8,0,0,12,18,29,8,18,3,1,3,17,16,16,59,28,23,0,0,4,6,3
"ENSMUSG00000079593",0,1,0,0,0,0,3,1,3,4,0,4,1,2,4,8,4,1,0,0,0,0,0
"ENSMUSG00000079594",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0
"ENSMUSG00000079595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079597",0,0,9,1,4,0,6,15,0,118,50,80,0,0,3,120,2,0,0,0,0,1,3
"ENSMUSG00000079598",1,0,4,0,1,2,6,3,5,6,10,21,3,1,0,30,27,4,0,0,1,1,0
"ENSMUSG00000079600",2,2,4,0,10,0,0,0,0,0,0,0,0,2,1,0,3,1,0,3,3,3,2
"ENSMUSG00000079602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,2,0,0,0
"ENSMUSG00000079603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000079604",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
"ENSMUSG00000079605",270,397,353,92,344,1487,3098,1078,1806,1888,112,729,1588,549,722,3380,743,728,197,423,325,300,517
"ENSMUSG00000079606",2,3,0,0,0,19,53,0,18,0,0,0,21,17,3,6,1,0,2,0,0,0,0
"ENSMUSG00000079608",5,0,8,1,0,30,22,28,12,147,0,39,15,11,8,212,11,4,0,0,0,0,0
"ENSMUSG00000079610",486,769,535,79,645,1900,4482,1442,2505,2118,134,1122,2208,872,1026,4778,972,1201,322,670,548,510,763
"ENSMUSG00000079614",1380,2317,2297,611,2111,10974,23211,5200,17761,14398,476,4006,12068,2242,3089,22416,3456,3698,1323,1932,2828,1938,4619
"ENSMUSG00000079619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079620",10208,18749,24792,15003,9149,52085,122396,66715,33321,57633,2097,17104,40490,18512,14116,154281,14892,26023,11616,21164,21140,18705,23743
"ENSMUSG00000079625",0,1,1,0,0,5,4,11,11,8,0,3,5,3,4,16,4,5,0,1,0,0,0
"ENSMUSG00000079626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079630",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"ENSMUSG00000079633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079635",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079636",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079637",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079639",0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,3,0,0,1,1,3,3
"ENSMUSG00000079641",16074,25473,22189,3597,21582,73308,160520,65566,111452,171308,4833,41266,110314,30011,41095,212227,50200,49647,15436,21537,25685,19765,33697
"ENSMUSG00000079642",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000079644",0,0,0,0,0,0,2,0,0,2,0,8,0,0,2,0,0,0,0,0,0,0,2
"ENSMUSG00000079645",8,16,46,13,7,149,395,215,223,320,8,40,114,23,36,308,30,36,10,15,21,20,38
"ENSMUSG00000079649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079652",3,17,15,1,11,29,99,16,21,35,4,20,53,20,13,68,13,14,0,17,4,8,11
"ENSMUSG00000079654",8,10,7,1,3,13,43,8,15,5,0,0,13,5,9,17,4,13,1,5,6,1,6
"ENSMUSG00000079655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079657",90,136,110,37,109,263,766,253,444,198,16,209,329,146,264,797,215,216,71,131,122,118,118
"ENSMUSG00000079658",3146,5002,4898,1794,4910,18733,40360,18135,29121,43543,1705,10442,21206,6193,8780,53629,9733,9778,3521,4162,4648,3547,6534
"ENSMUSG00000079659",697,1156,1242,1209,741,5042,13222,7450,6488,12197,224,1767,5592,1648,1431,14221,1249,2465,626,1347,914,772,1366
"ENSMUSG00000079666",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079669",1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,1,0,0,0,0,3
"ENSMUSG00000079671",11,5,11,4,2,41,112,126,28,141,2,2,67,11,28,86,21,20,0,3,3,0,5
"ENSMUSG00000079677",532,717,548,85,919,1849,4752,1225,3081,2427,151,1124,2465,818,1331,4497,1224,1193,332,790,623,513,883
"ENSMUSG00000079679",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,2,0,2,0,0,0
"ENSMUSG00000079681",4,19,18,5,16,54,228,45,83,65,1,33,74,27,36,107,16,26,7,19,15,16,33
"ENSMUSG00000079685",8,22,19,10,10,289,560,133,364,708,30,228,693,156,119,1442,210,227,16,29,29,39,54
"ENSMUSG00000079693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079694",7,4,3,1,2,9,17,1,12,2,2,3,32,4,1,4,2,5,0,0,0,0,1
"ENSMUSG00000079697",1,1,2,0,1,5,12,1,6,7,1,1,12,1,2,10,2,1,0,0,2,0,1
"ENSMUSG00000079698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000079699",0,0,1,0,0,0,2,0,2,0,0,0,4,0,0,1,0,2,0,0,0,0,1
"ENSMUSG00000079700",0,0,3,0,0,1,1,5,0,9,3,4,0,0,0,11,1,0,0,0,0,0,0
"ENSMUSG00000079701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000079702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079707",2,1,0,1,5,12,35,0,7,16,0,4,7,5,8,31,5,11,1,0,0,1,4
"ENSMUSG00000079710",0,3,0,3,3,62,67,8,50,5,0,8,26,9,8,35,13,12,3,0,0,7,5
"ENSMUSG00000079711",1,0,1,0,0,2,2,5,7,3,0,0,7,0,0,5,0,0,0,0,0,0,0
"ENSMUSG00000079722",0,7,15,18,2,27,43,24,13,32,0,5,0,3,3,47,4,8,2,3,0,0,3
"ENSMUSG00000079737",167,207,206,117,162,803,1911,654,1075,1134,30,360,987,289,389,2081,358,596,131,272,185,152,278
"ENSMUSG00000079740",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"ENSMUSG00000079800",0,3,0,1,1,2,3,6,4,15,2,4,1,2,4,19,10,0,1,1,8,5,18
"ENSMUSG00000079806",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079808",8,6,21,16,44,109,339,405,237,934,10,84,42,26,106,676,143,134,27,10,45,17,31
"ENSMUSG00000079834",534,964,458,365,189,1979,5670,1072,2494,2095,102,631,4688,997,503,3046,421,893,311,499,298,322,364
"ENSMUSG00000079842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079845",11,26,19,7,25,59,132,154,54,624,44,256,62,49,33,823,196,74,9,6,4,9,54
"ENSMUSG00000079852",0,0,0,0,0,1,14,2,19,90,3,26,23,11,0,67,10,21,0,0,0,0,0
"ENSMUSG00000079853",0,3,5,11,11,12,69,103,84,635,11,95,74,25,23,1013,47,53,0,2,0,0,0
"ENSMUSG00000079871",1,0,0,0,1,3,11,4,5,2,0,4,2,0,1,3,1,1,0,1,0,0,0
"ENSMUSG00000079875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000079884",0,0,0,0,0,422,848,226,586,316,14,162,492,1,0,1145,0,0,0,1,0,0,0
"ENSMUSG00000079889",1,0,0,1,0,0,0,4,0,2,0,1,3,0,3,5,3,1,1,0,1,0,0
"ENSMUSG00000079890",0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,0,0,0,0,0
"ENSMUSG00000079892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079893",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079906",5,8,8,2,3,15,39,17,26,18,4,17,19,6,21,48,9,9,6,0,2,4,6
"ENSMUSG00000079915",1,2,2,0,3,18,35,22,16,11,2,4,10,0,1,22,0,4,2,2,2,4,4
"ENSMUSG00000079941",3,5,2,2,3,30,72,22,44,28,1,7,34,4,9,70,6,11,3,2,2,5,2
"ENSMUSG00000079942",10,8,10,0,16,26,56,21,50,29,1,14,30,23,21,95,23,18,13,16,13,11,17
"ENSMUSG00000079962",0,2,0,0,1,1,0,0,1,4,1,0,1,1,2,1,0,1,0,1,0,0,1
"ENSMUSG00000079963",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"ENSMUSG00000079965",0,2,0,0,0,6,23,5,15,9,0,6,6,2,3,25,3,3,0,1,2,1,0
"ENSMUSG00000079966",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079988",0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,1,0,2,1,0,1,1,2
"ENSMUSG00000079993",4,8,2,1,0,21,129,8,18,9,2,9,121,2,0,40,7,8,0,5,1,1,4
"ENSMUSG00000079998",0,0,3,0,2,0,0,0,0,0,0,0,0,1,2,0,2,1,2,1,4,0,1
"ENSMUSG00000080002",4,3,3,1,4,3,0,1,2,4,0,3,2,2,6,15,8,8,2,6,3,1,2
"ENSMUSG00000080006",1,0,2,0,3,4,7,5,6,12,0,0,9,0,1,15,3,2,1,3,0,2,1
"ENSMUSG00000080021",1,5,8,2,6,4,16,8,17,27,0,10,24,7,5,36,8,12,1,13,7,3,1
"ENSMUSG00000080046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000080051",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080054",1,0,0,0,2,0,9,1,3,6,0,0,4,1,3,8,2,1,0,0,1,0,0
"ENSMUSG00000080057",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080058",2472,2865,1713,1605,4194,6363,19872,8858,10658,4471,438,4045,10704,3637,4585,27664,4257,5493,1283,7719,1929,1755,2791
"ENSMUSG00000080059",11,17,14,1,19,51,182,49,78,94,2,47,104,28,44,141,36,39,9,22,14,7,16
"ENSMUSG00000080065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000080069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080071",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080076",1,0,0,0,1,1,0,1,0,3,0,3,4,1,0,5,1,1,0,0,1,1,0
"ENSMUSG00000080078",0,0,0,0,0,2,4,0,4,0,0,0,2,0,1,2,0,1,1,0,1,0,0
"ENSMUSG00000080115",7,24,10,3,27,75,304,48,145,98,2,25,207,38,46,153,41,47,11,17,35,15,48
"ENSMUSG00000080142",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0
"ENSMUSG00000080152",1,2,2,1,2,0,7,2,4,0,0,0,7,0,0,16,0,6,1,0,0,3,1
"ENSMUSG00000080155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080158",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000080180",1,2,1,0,0,11,53,14,11,39,2,10,9,5,3,50,5,8,1,1,0,0,5
"ENSMUSG00000080186",10,15,11,3,24,14,19,3,19,9,0,1,24,15,48,34,33,34,30,15,17,13,9
"ENSMUSG00000080193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080198",4,3,3,1,4,4,9,1,17,10,0,0,7,0,7,13,12,6,4,4,0,1,4
"ENSMUSG00000080205",1,2,1,2,1,1,4,1,10,7,0,1,2,1,6,8,8,6,3,4,3,1,2
"ENSMUSG00000080222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080223",0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080237",0,0,0,0,0,14,13,7,15,10,0,3,9,1,1,24,1,2,1,4,1,2,2
"ENSMUSG00000080241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080242",5,4,0,1,3,1763,5432,2585,3404,2070,166,1223,2819,963,967,6394,941,1116,2,3,5,3,3
"ENSMUSG00000080250",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080254",0,1,0,0,0,1,0,0,2,2,0,0,0,0,0,11,0,3,0,0,0,0,0
"ENSMUSG00000080266",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"ENSMUSG00000080268",1918,2388,2373,836,3550,6465,16721,7485,9349,9277,461,3102,6713,3218,4469,17147,3789,4534,2118,3662,3125,2452,3005
"ENSMUSG00000080283",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000080298",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"ENSMUSG00000080299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080300",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000080303",1,0,1,1,1,0,2,3,1,2,0,0,3,3,1,3,0,3,2,4,1,0,1
"ENSMUSG00000080316",69,45,51,7,4,38,183,17,72,73,0,12,303,65,29,96,20,49,1,6,6,3,10
"ENSMUSG00000080317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ENSMUSG00000080330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080334",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080342",0,0,0,0,0,0,10,3,8,1,0,0,3,2,0,7,2,2,1,1,0,0,1
"ENSMUSG00000080345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000080346",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080350",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080352",1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,1
"ENSMUSG00000080356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080364",7,14,15,2,9,63,145,56,100,67,2,36,58,6,16,86,26,14,2,7,5,9,25
"ENSMUSG00000080365",0,0,0,0,0,10,10,4,4,6,0,1,10,1,0,15,2,3,1,0,1,0,2
"ENSMUSG00000080366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080368",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080370",1,1,3,0,0,9,26,5,14,6,0,5,3,1,3,7,0,3,0,2,1,0,0
"ENSMUSG00000080374",1,4,2,1,0,7,11,9,6,6,0,1,4,4,6,14,5,8,1,2,4,0,4
"ENSMUSG00000080378",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080384",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,1,0,0,0,0
"ENSMUSG00000080391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000080394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080396",0,0,0,0,0,2,12,2,3,5,2,3,2,1,0,6,0,1,0,0,2,0,0
"ENSMUSG00000080401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSMUSG00000080402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080408",0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,2,1
"ENSMUSG00000080409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000080411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
