"cluster","gene","grouping"
"481","api1486","EfaB_MINUS_4114.g401","conserved"
"482","api1487","EfaB_MINUS_34010.g2545","conserved"
"483","api1488","EfaB_PLUS_24701.g2010","conserved"
"484","api1489","EfaB_PLUS_6743.g611","conserved"
"485","api149","EfaB_MINUS_17901.g1597","conserved"
"486","api149","EfaB_MINUS_15758.g1432","conserved"
"487","api1491","EfaB_MINUS_7048.g660","conserved"
"488","api1494","EfaB_PLUS_22450.g1849","conserved"
"489","api1496","EfaB_MINUS_17096.g1514","conserved"
"490","api1497","EfaB_MINUS_6897.g625","conserved"
"491","api1498","EfaB_PLUS_12302.g1055","conserved"
"492","api1503","EfaB_MINUS_720.g65","conserved"
"493","api1504","EfaB_PLUS_25190.g2073","conserved"
"494","api1505","EfaB_MINUS_37942.g2615","conserved"
"495","api1507","EfaB_PLUS_28105.g2231","conserved"
"496","api151","EfaB_PLUS_7048.g702","conserved"
"497","api1512","EfaB_PLUS_52892.g2759","conserved"
"498","api1513","EfaB_PLUS_20371.g1692","conserved"
"499","api1514","EfaB_MINUS_23143.g1983","conserved"
"500","api1517","EfaB_MINUS_11030.g954","conserved"
"501","api1518","EfaB_PLUS_6035.g577","conserved"
"502","api1520","EfaB_MINUS_1048.g120","conserved"
"503","api1521","EfaB_PLUS_5788.g527","conserved"
"504","api1522","EfaB_MINUS_15899.g1463","conserved"
"505","api1523","EfaB_MINUS_10843.g927","conserved"
"506","api1524","EfaB_PLUS_19717.g1619","conserved"
"507","api1525","EfaB_PLUS_43533.g2666","conserved"
"508","api1528","EfaB_PLUS_22450.g1873","conserved"
"509","api1529","EfaB_MINUS_7742.g753","conserved"
"510","api153","EfaB_MINUS_1068.g159","conserved"
"511","api153","EfaB_MINUS_31746.g2429","conserved"
"512","api1530","EfaB_PLUS_1974.g218","conserved"
"513","api1531","EfaB_MINUS_56725.g2951","conserved"
"514","api1532","EfaB_MINUS_20412.g1799","ApicomplexaC"
"515","api15326","EfaB_PLUS_12616.g1083","Eimeria"
"516","api15328","EfaB_PLUS_17096.g1456","Eimeria"
"517","api15329","EfaB_MINUS_19222.g1689","Eimeria"
"518","api1533","EfaB_PLUS_1425.g180","ApicomplexaC"
"519","api15330","EfaB_PLUS_31151.g2273","Eimeria"
"520","api15331","EfaB_MINUS_11280.g994","Eimeria"
"521","api15332","EfaB_MINUS_20412.g1833","Eimeria"
"522","api15333","EfaB_PLUS_20412.g1696","Eimeria"
"523","api15335","EfaB_MINUS_7742.g811","Eimeria"
"524","api15336","EfaB_PLUS_34204.g2475","Eimeria"
"525","api15340","EfaB_MINUS_10331.g915","Eimeria"
"526","api15341","EfaB_PLUS_497.g46","Eimeria"
"527","api15343","EfaB_PLUS_25458.g2093","Eimeria"
"528","api15345","EfaB_PLUS_15349.g1252","Eimeria"
"529","api15346","EfaB_PLUS_37748.g2513","Eimeria"
"530","api15347","EfaB_PLUS_34204.g2478","Eimeria"
"531","api15348","EfaB_MINUS_22960.g1973","Eimeria"
"532","api1535","EfaB_MINUS_6097.g574","conserved"
"533","api15350","EfaB_MINUS_22732.g1962","Eimeria"
"534","api15352","EfaB_MINUS_31746.g2435","Eimeria"
"535","api15353","EfaB_MINUS_37748.g2597","Eimeria"
"536","api15354","EfaB_MINUS_3833.g372","Eimeria"
"537","api15355","EfaB_PLUS_2387.g296","Eimeria"
"538","api15357","EfaB_MINUS_228.g5","Eimeria"
"539","api15358","EfaB_MINUS_228.g11","Eimeria"
"540","api15359","EfaB_MINUS_228.g14","Eimeria"
"541","api1536","EfaB_MINUS_13441.g1215","conserved"
"542","api15360","EfaB_MINUS_228.g17","Eimeria"
"543","api15361","EfaB_MINUS_228.g31","Eimeria"
"544","api15362","EfaB_MINUS_720.g66","Eimeria"
"545","api15363","EfaB_MINUS_720.g68","Eimeria"
"546","api15364","EfaB_MINUS_800.g77","Eimeria"
"547","api15365","EfaB_MINUS_800.g103","Eimeria"
"548","api15366","EfaB_MINUS_926.g106","Eimeria"
"549","api15367","EfaB_MINUS_1048.g123","Eimeria"
"550","api15368","EfaB_MINUS_1048.g125","Eimeria"
"551","api15369","EfaB_MINUS_1068.g143","Eimeria"
"552","api1537","EfaB_MINUS_14978.g1259","conserved"
"553","api15370","EfaB_MINUS_1068.g146","Eimeria"
"554","api15371","EfaB_MINUS_1068.g153","Eimeria"
"555","api15372","EfaB_MINUS_1101.g172","Eimeria"
"556","api15373","EfaB_MINUS_1425.g192","conserved"
"557","api15374","EfaB_MINUS_2074.g239","Eimeria"
"558","api15375","EfaB_MINUS_2336.g260","Eimeria"
"559","api15376","EfaB_MINUS_2336.g262","Eimeria"
"560","api15377","EfaB_MINUS_2336.g264","Eimeria"
"561","api15378","EfaB_MINUS_2387.g277","Eimeria"
"562","api15379","EfaB_MINUS_2387.g295","Eimeria"
"563","api1538","EfaB_MINUS_15576.g1348","Apicomplexa"
"564","api1538","EfaB_PLUS_1048.g116","Apicomplexa"
"565","api15380","EfaB_MINUS_2387.g301","Eimeria"
"566","api15381","EfaB_MINUS_2601.g317","Eimeria"
"567","api15382","EfaB_MINUS_3286.g328","Eimeria"
"568","api15383","EfaB_MINUS_3469.g360","Eimeria"
"569","api15384","EfaB_MINUS_3833.g374","Eimeria"
"570","api15385","EfaB_MINUS_4114.g400","Eimeria"
"571","api15386","EfaB_MINUS_4114.g403","Eimeria"
"572","api15387","EfaB_MINUS_4114.g407","Eimeria"
"573","api15388","EfaB_MINUS_4114.g413","Eimeria"
"574","api15389","EfaB_MINUS_4686.g424","Eimeria"
"575","api1539","EfaB_MINUS_16835.g1502","conserved"
"576","api15390","EfaB_MINUS_4849.g443","Eimeria"
"577","api15391","EfaB_MINUS_4849.g450","Eimeria"
"578","api15392","EfaB_MINUS_4891.g451","Eimeria"
"579","api15393","EfaB_MINUS_4891.g452","Eimeria"
"580","api15394","EfaB_MINUS_5002.g457","Eimeria"
"581","api15395","EfaB_MINUS_5727.g481","Eimeria"
"582","api15396","EfaB_MINUS_5767.g491","Coccidia"
"583","api15397","EfaB_MINUS_5788.g502","Coccidia"
"584","api15398","EfaB_MINUS_5788.g514","Eimeria"
"585","api15399","EfaB_MINUS_5792.g549","Eimeria"
"586","api1540","EfaB_MINUS_24701.g2100","conserved"
"587","api15400","EfaB_MINUS_6035.g557","Eimeria"
"588","api15401","EfaB_MINUS_6035.g563","Eimeria"
"589","api15402","EfaB_MINUS_6743.g590","Eimeria"
"590","api15403","EfaB_MINUS_6743.g592","Eimeria"
"591","api15404","EfaB_MINUS_6743.g601","Eimeria"
"592","api15405","EfaB_MINUS_6743.g618","Eimeria"
"593","api15406","EfaB_MINUS_7048.g640","Eimeria"
"594","api15407","EfaB_MINUS_7048.g652","Eimeria"
"595","api15408","EfaB_MINUS_7048.g657","Eimeria"
"596","api15409","EfaB_MINUS_7742.g743","Eimeria"
"597","api1541","EfaB_MINUS_31746.g2448","ApicomplexaC"
"598","api15410","EfaB_MINUS_7742.g750","Eimeria"
"599","api15411","EfaB_MINUS_7742.g760","Eimeria"
"600","api15412","EfaB_MINUS_7742.g771","Eimeria"
"601","api15413","EfaB_MINUS_7742.g784","Eimeria"
"602","api15414","EfaB_MINUS_7742.g793","Eimeria"
"603","api15415","EfaB_MINUS_7780.g822","Eimeria"
"604","api15416","EfaB_MINUS_8664.g830","Eimeria"
"605","api15417","EfaB_MINUS_8664.g837","Eimeria"
"606","api15418","EfaB_MINUS_8664.g844","Eimeria"
"607","api15419","EfaB_MINUS_9917.g904","Eimeria"
"608","api1542","EfaB_MINUS_56725.g2904","conserved"
"609","api15420","EfaB_MINUS_10824.g922","Eimeria"
"610","api15421","EfaB_MINUS_10843.g945","Eimeria"
"611","api15422","EfaB_MINUS_11124.g971","Eimeria"
"612","api15423","EfaB_MINUS_11124.g977","Eimeria"
"613","api15424","EfaB_MINUS_11214.g982","Eimeria"
"614","api15425","EfaB_MINUS_11280.g990","Eimeria"
"615","api15426","EfaB_MINUS_11280.g993","Eimeria"
"616","api15427","EfaB_MINUS_11414.g1011","Eimeria"
"617","api15428","EfaB_MINUS_11414.g1029","Eimeria"
"618","api15429","EfaB_MINUS_11414.g1031","Eimeria"
"619","api1543","EfaB_PLUS_3881.g389","ApicomplexaC"
"620","api15430","EfaB_MINUS_11882.g1054","Eimeria"
"621","api15431","EfaB_MINUS_11882.g1055","Eimeria"
"622","api15432","EfaB_MINUS_11882.g1056","Eimeria"
"623","api15433","EfaB_MINUS_12065.g1066","Eimeria"
"624","api15434","EfaB_MINUS_12302.g1074","Eimeria"
"625","api15435","EfaB_MINUS_13201.g1117","Eimeria"
"626","api15436","EfaB_MINUS_13201.g1119","Eimeria"
"627","api15437","EfaB_MINUS_13222.g1124","Eimeria"
"628","api15438","EfaB_MINUS_13222.g1127","Eimeria"
"629","api15439","EfaB_MINUS_13222.g1140","Eimeria"
"630","api1544","EfaB_PLUS_5670.g491","conserved"
"631","api15440","EfaB_MINUS_13222.g1148","Eimeria"
"632","api15441","EfaB_MINUS_13227.g1158","Eimeria"
"633","api15442","EfaB_MINUS_13385.g1190","Eimeria"
"634","api15443","EfaB_MINUS_13385.g1191","Eimeria"
"635","api15444","EfaB_MINUS_13398.g1199","Coccidia"
"636","api15445","EfaB_MINUS_14053.g1230","Eimeria"
"637","api15446","EfaB_MINUS_14978.g1247","Eimeria"
"638","api15447","EfaB_MINUS_14978.g1256","Eimeria"
"639","api15448","EfaB_MINUS_14978.g1257","Eimeria"
"640","api15449","EfaB_MINUS_14978.g1262","Eimeria"
"641","api1545","EfaB_PLUS_6253.g592","conserved"
"642","api15450","EfaB_MINUS_14978.g1281","Eimeria"
"643","api15451","EfaB_MINUS_14978.g1283","Eimeria"
"644","api15452","EfaB_MINUS_15349.g1287","Eimeria"
"645","api15453","EfaB_MINUS_15349.g1288","Eimeria"
"646","api15454","EfaB_MINUS_15349.g1298","Eimeria"
"647","api15455","EfaB_MINUS_15576.g1320","Eimeria"
"648","api15456","EfaB_MINUS_15576.g1345","Eimeria"
"649","api15457","EfaB_MINUS_15576.g1350","Eimeria"
"650","api15458","EfaB_MINUS_15648.g1377","Eimeria"
"651","api15459","EfaB_MINUS_15648.g1378","Eimeria"
"652","api1546","EfaB_PLUS_6743.g617","conserved"
"653","api15460","EfaB_MINUS_15648.g1379","Eimeria"
"654","api15461","EfaB_MINUS_15648.g1382","Eimeria"
"655","api15462","EfaB_MINUS_15697.g1410","Eimeria"
"656","api15463","EfaB_MINUS_15745.g1430","Eimeria"
"657","api15464","EfaB_MINUS_15765.g1439","Eimeria"
"658","api15465","EfaB_MINUS_15765.g1440","Eimeria"
"659","api15466","EfaB_MINUS_15899.g1454","Eimeria"
"660","api15467","EfaB_MINUS_16835.g1486","Eimeria"
"661","api15468","EfaB_MINUS_16916.g1507","Eimeria"
"662","api15469","EfaB_MINUS_17096.g1524","Eimeria"
"663","api1547","EfaB_PLUS_13222.g1109","conserved"
"664","api15470","EfaB_MINUS_17096.g1540","Eimeria"
"665","api15471","EfaB_MINUS_17195.g1548","Eimeria"
"666","api15472","EfaB_MINUS_17195.g1558","Eimeria"
"667","api15473","EfaB_MINUS_17400.g1570","Coccidia"
"668","api15474","EfaB_MINUS_17764.g1589","Eimeria"
"669","api15475","EfaB_MINUS_17907.g1643","Eimeria"
"670","api15476","EfaB_MINUS_17907.g1644","Eimeria"
"671","api15477","EfaB_MINUS_18472.g1651","Eimeria"
"672","api15478","EfaB_MINUS_19047.g1685","Eimeria"
"673","api15479","EfaB_MINUS_19222.g1688","Eimeria"
"674","api1548","EfaB_PLUS_15697.g1348","Apicomplexa"
"675","api15480","EfaB_MINUS_19222.g1692","Eimeria"
"676","api15481","EfaB_MINUS_19717.g1698","Eimeria"
"677","api15482","EfaB_MINUS_19717.g1707","Eimeria"
"678","api15483","EfaB_MINUS_19717.g1714","Eimeria"
"679","api15484","EfaB_MINUS_20371.g1740","Eimeria"
"680","api15485","EfaB_MINUS_20371.g1743","Eimeria"
"681","api15486","EfaB_MINUS_20371.g1744","Eimeria"
"682","api15487","EfaB_MINUS_20371.g1746","Coccidia"
"683","api15488","EfaB_MINUS_20371.g1754","Eimeria"
"684","api15489","EfaB_MINUS_20371.g1760","Eimeria"
"685","api1549","EfaB_PLUS_20437.g1750","conserved"
"686","api15490","EfaB_MINUS_20412.g1812","Eimeria"
"687","api15491","EfaB_MINUS_20437.g1844","Eimeria"
"688","api15492","EfaB_MINUS_21840.g1880","Eimeria"
"689","api15493","EfaB_MINUS_21840.g1882","Eimeria"
"690","api15494","EfaB_MINUS_22240.g1894","Eimeria"
"691","api15495","EfaB_MINUS_22240.g1896","Eimeria"
"692","api15496","EfaB_MINUS_22284.g1910","Eimeria"
"693","api15497","EfaB_MINUS_22450.g1921","Eimeria"
"694","api15498","EfaB_MINUS_22450.g1923","Eimeria"
"695","api15499","EfaB_MINUS_22450.g1928","Eimeria"
"696","api1550","EfaB_PLUS_22450.g1843","Apicomplexa"
"697","api15500","EfaB_MINUS_22450.g1940","Eimeria"
"698","api15501","EfaB_MINUS_22450.g1952","Eimeria"
"699","api15502","EfaB_MINUS_22450.g1953","Eimeria"
"700","api15503","EfaB_MINUS_23143.g1988","Eimeria"
"701","api15504","EfaB_MINUS_23143.g1995","Eimeria"
"702","api15505","EfaB_MINUS_23210.g2024","Eimeria"
"703","api15506","EfaB_MINUS_23272.g2043","Eimeria"
"704","api15507","EfaB_MINUS_23272.g2046","Eimeria"
"705","api15508","EfaB_MINUS_24074.g2049","Eimeria"
"706","api15509","EfaB_MINUS_24117.g2063","Eimeria"
"707","api1551","EfaB_PLUS_43533.g2659","conserved"
"708","api15510","EfaB_MINUS_24117.g2077","Eimeria"
"709","api15511","EfaB_MINUS_24117.g2081","Eimeria"
"710","api15512","EfaB_MINUS_25052.g2114","Eimeria"
"711","api15513","EfaB_MINUS_25052.g2122","Eimeria"
"712","api15514","EfaB_MINUS_25052.g2127","Eimeria"
"713","api15515","EfaB_MINUS_25398.g2171","Eimeria"
"714","api15516","EfaB_MINUS_25458.g2177","Eimeria"
"715","api15517","EfaB_MINUS_25458.g2184","Eimeria"
"716","api15518","EfaB_MINUS_25458.g2199","Eimeria"
"717","api15519","EfaB_MINUS_25458.g2202","Eimeria"
"718","api15520","EfaB_MINUS_26415.g2250","Eimeria"
"719","api15521","EfaB_MINUS_26831.g2266","Eimeria"
"720","api15522","EfaB_MINUS_27555.g2298","Eimeria"
"721","api15523","EfaB_MINUS_28105.g2306","Eimeria"
"722","api15524","EfaB_MINUS_28105.g2318","Eimeria"
"723","api15525","EfaB_MINUS_28203.g2330","Eimeria"
"724","api15526","EfaB_MINUS_30201.g2344","Eimeria"
"725","api15527","EfaB_MINUS_30201.g2354","Eimeria"
"726","api15528","EfaB_MINUS_31151.g2363","Eimeria"
"727","api15529","EfaB_MINUS_31151.g2368","Eimeria"
"728","api15530","EfaB_MINUS_31151.g2373","Eimeria"
"729","api15531","EfaB_MINUS_31498.g2382","Eimeria"
"730","api15532","EfaB_MINUS_31498.g2383","Eimeria"
"731","api15533","EfaB_MINUS_31498.g2384","Eimeria"
"732","api15534","EfaB_MINUS_31498.g2389","Eimeria"
"733","api15535","EfaB_MINUS_31498.g2391","Eimeria"
"734","api15536","EfaB_MINUS_31498.g2409","Eimeria"
"735","api15537","EfaB_MINUS_31498.g2418","Eimeria"
"736","api15538","EfaB_MINUS_33854.g2510","Eimeria"
"737","api15539","EfaB_MINUS_33854.g2519","Eimeria"
"738","api15540","EfaB_MINUS_34010.g2543","Coccidia"
"739","api15541","EfaB_MINUS_36188.g2576","Eimeria"
"740","api15542","EfaB_MINUS_36188.g2583","Eimeria"
"741","api15543","EfaB_MINUS_36188.g2586","Eimeria"
"742","api15544","EfaB_MINUS_36188.g2587","Eimeria"
"743","api15545","EfaB_MINUS_36188.g2589","Eimeria"
"744","api15546","EfaB_MINUS_37748.g2595","Eimeria"
"745","api15547","EfaB_MINUS_38343.g2620","Eimeria"
"746","api15548","EfaB_MINUS_38801.g2626","Coccidia"
"747","api15549","EfaB_MINUS_38801.g2632","Eimeria"
"748","api15550","EfaB_MINUS_40637.g2675","Eimeria"
"749","api15551","EfaB_MINUS_42416.g2683","Eimeria"
"750","api15552","EfaB_MINUS_42416.g2690","Eimeria"
"751","api15553","EfaB_MINUS_42996.g2720","Eimeria"
"752","api15554","EfaB_MINUS_43533.g2747","Eimeria"
"753","api15555","EfaB_MINUS_43533.g2760","Eimeria"
"754","api15556","EfaB_MINUS_43533.g2769","Eimeria"
"755","api15557","EfaB_MINUS_43533.g2775","Eimeria"
"756","api15558","EfaB_MINUS_43533.g2780","Eimeria"
"757","api15559","EfaB_MINUS_49504.g2807","Eimeria"
"758","api15560","EfaB_MINUS_49504.g2808","Eimeria"
"759","api15561","EfaB_MINUS_49504.g2815","Eimeria"
"760","api15562","EfaB_MINUS_49504.g2819","Eimeria"
"761","api15563","EfaB_MINUS_50054.g2841","Eimeria"
"762","api15564","EfaB_MINUS_50714.g2847","Eimeria"
"763","api15565","EfaB_MINUS_52892.g2851","Eimeria"
"764","api15566","EfaB_MINUS_52892.g2852","Eimeria"
"765","api15567","EfaB_MINUS_52892.g2868","Eimeria"
"766","api15568","EfaB_MINUS_52892.g2869","Eimeria"
"767","api15569","EfaB_MINUS_53301.g2892","Eimeria"
"768","api15570","EfaB_MINUS_56725.g2908","Eimeria"
"769","api15571","EfaB_MINUS_56725.g2910","Eimeria"
"770","api15572","EfaB_MINUS_56725.g2911","Eimeria"
"771","api15573","EfaB_MINUS_56725.g2912","Eimeria"
"772","api15574","EfaB_MINUS_56725.g2948","Eimeria"
"773","api15575","EfaB_MINUS_56725.g2950","Eimeria"
"774","api15576","EfaB_MINUS_56725.g2969","Eimeria"
"775","api15577","EfaB_MINUS_58361.g2986","Eimeria"
"776","api15578","EfaB_MINUS_58361.g3003","Eimeria"
"777","api15579","EfaB_PLUS_228.g17","Eimeria"
"778","api15580","EfaB_PLUS_276.g35","Eimeria"
"779","api15581","EfaB_PLUS_276.g38","Eimeria"
"780","api15582","EfaB_PLUS_720.g54","Eimeria"
"781","api15583","EfaB_PLUS_720.g65","Eimeria"
"782","api15584","EfaB_PLUS_800.g75","Eimeria"
"783","api15585","EfaB_PLUS_800.g76","Eimeria"
"784","api15586","EfaB_PLUS_1048.g107","Eimeria"
"785","api15587","EfaB_PLUS_1048.g110","Eimeria"
"786","api15588","EfaB_PLUS_1048.g114","Eimeria"
"787","api15589","EfaB_PLUS_1068.g123","Eimeria"
"788","api15590","EfaB_PLUS_1068.g147","Eimeria"
"789","api15591","EfaB_PLUS_1425.g169","Eimeria"
"790","api15592","EfaB_PLUS_1425.g179","Eimeria"
"791","api15593","EfaB_PLUS_1711.g194","Eimeria"
"792","api15594","EfaB_PLUS_1711.g196","Eimeria"
"793","api15595","EfaB_PLUS_1974.g214","Eimeria"
"794","api15596","EfaB_PLUS_1974.g219","Eimeria"
"795","api15597","EfaB_PLUS_2336.g251","Eimeria"
"796","api15598","EfaB_PLUS_2336.g264","Eimeria"
"797","api15599","EfaB_PLUS_2336.g270","Eimeria"
"798","api15600","EfaB_PLUS_2387.g291","Eimeria"
"799","api15601","EfaB_PLUS_2387.g294","Eimeria"
"800","api15602","EfaB_PLUS_2601.g324","Eimeria"
"801","api15603","EfaB_PLUS_2951.g326","Eimeria"
"802","api15604","EfaB_PLUS_3088.g327","Eimeria"
"803","api15605","EfaB_PLUS_3222.g330","Eimeria"
"804","api15606","EfaB_PLUS_3407.g344","Eimeria"
"805","api15607","EfaB_PLUS_3469.g351","Eimeria"
"806","api15608","EfaB_PLUS_3469.g360","Eimeria"
"807","api15609","EfaB_PLUS_3469.g365","Eimeria"
"808","api15610","EfaB_PLUS_3469.g368","Eimeria"
"809","api15611","EfaB_PLUS_3469.g370","Eimeria"
"810","api15612","EfaB_PLUS_3469.g374","Eimeria"
"811","api15613","EfaB_PLUS_3833.g382","Eimeria"
"812","api15614","EfaB_PLUS_4114.g410","Eimeria"
"813","api15615","EfaB_PLUS_4714.g435","Eimeria"
"814","api15616","EfaB_PLUS_4789.g443","Eimeria"
"815","api15617","EfaB_PLUS_4849.g448","Eimeria"
"816","api15618","EfaB_PLUS_4849.g454","Eimeria"
"817","api15619","EfaB_PLUS_5387.g474","Eimeria"
"818","api15620","EfaB_PLUS_5670.g495","Eimeria"
"819","api15621","EfaB_PLUS_5727.g502","Eimeria"
"820","api15622","EfaB_PLUS_5788.g538","Eimeria"
"821","api15623","EfaB_PLUS_5792.g544","Eimeria"
"822","api15624","EfaB_PLUS_6035.g569","Eimeria"
"823","api15625","EfaB_PLUS_6035.g574","Eimeria"
"824","api15626","EfaB_PLUS_6035.g575","Eimeria"
"825","api15627","EfaB_PLUS_6035.g576","Eimeria"
"826","api15628","EfaB_PLUS_6035.g579","Eimeria"
"827","api15629","EfaB_PLUS_6710.g597","Eimeria"
"828","api15630","EfaB_PLUS_6743.g600","Eimeria"
"829","api15631","EfaB_PLUS_6743.g624","Eimeria"
"830","api15632","EfaB_PLUS_6743.g630","Eimeria"
"831","api15633","EfaB_PLUS_6929.g643","Eimeria"
"832","api15634","EfaB_PLUS_7048.g650","Eimeria"
"833","api15635","EfaB_PLUS_7048.g657","Eimeria"
"834","api15636","EfaB_PLUS_7048.g661","Eimeria"
"835","api15637","EfaB_PLUS_7048.g672","Eimeria"
"836","api15638","EfaB_PLUS_7048.g674","Eimeria"
"837","api15639","EfaB_PLUS_7099.g710","Eimeria"
"838","api15640","EfaB_PLUS_7715.g727","Eimeria"
"839","api15641","EfaB_PLUS_7742.g745","Eimeria"
"840","api15642","EfaB_PLUS_7742.g760","Eimeria"
"841","api15643","EfaB_PLUS_7742.g768","Eimeria"
"842","api15644","EfaB_PLUS_7742.g785","Eimeria"
"843","api15645","EfaB_PLUS_7752.g804","Eimeria"
"844","api15646","EfaB_PLUS_8664.g829","Eimeria"
"845","api15647","EfaB_PLUS_8664.g834","Eimeria"
"846","api15648","EfaB_PLUS_8664.g841","Eimeria"
"847","api15649","EfaB_PLUS_8664.g844","Eimeria"
"848","api15650","EfaB_PLUS_8664.g852","Eimeria"
"849","api15651","EfaB_PLUS_8837.g875","Eimeria"
"850","api15652","EfaB_PLUS_8837.g877","Eimeria"
"851","api15653","EfaB_PLUS_9382.g883","Eimeria"
"852","api15654","EfaB_PLUS_9917.g890","Eimeria"
"853","api15655","EfaB_PLUS_9917.g895","Eimeria"
"854","api15656","EfaB_PLUS_10183.g898","Eimeria"
"855","api15657","EfaB_PLUS_10843.g918","Eimeria"
"856","api15658","EfaB_PLUS_10843.g919","Coccidia"
"857","api15659","EfaB_PLUS_10843.g927","Eimeria"
"858","api15660","EfaB_PLUS_10843.g929","Eimeria"
"859","api15661","EfaB_PLUS_11030.g939","Eimeria"
"860","api15662","EfaB_PLUS_11124.g943","Eimeria"
"861","api15663","EfaB_PLUS_11124.g961","Eimeria"
"862","api15664","EfaB_PLUS_11414.g977","Eimeria"
"863","api15665","EfaB_PLUS_11414.g1002","Eimeria"
"864","api15666","EfaB_PLUS_11789.g1014","Coccidia"
"865","api15667","EfaB_PLUS_11882.g1027","conserved"
"866","api15668","EfaB_PLUS_12065.g1045","Eimeria"
"867","api15669","EfaB_PLUS_12065.g1048","Eimeria"
"868","api15670","EfaB_PLUS_12281.g1052","Eimeria"
"869","api15671","EfaB_PLUS_12534.g1079","Eimeria"
"870","api15672","EfaB_PLUS_12534.g1081","Eimeria"
"871","api15673","EfaB_PLUS_13222.g1095","Eimeria"
"872","api15674","EfaB_PLUS_13222.g1120","Eimeria"
"873","api15675","EfaB_PLUS_13227.g1151","Eimeria"
"874","api15676","EfaB_PLUS_13385.g1163","Eimeria"
"875","api15677","EfaB_PLUS_13626.g1190","Eimeria"
"876","api15678","EfaB_PLUS_14774.g1209","Eimeria"
"877","api15679","EfaB_PLUS_14881.g1213","Eimeria"
